                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.62554,                0.75073,                 1.2637,                0.81775,                0.81978,                0.89085,                0.80033,                0.47361,                0.66787,                 1.0212,             0.00095736,             0.00095736,             0.00095736
                     88,                0.61966,                0.75614,                 1.2548,                0.71947,                0.88516,                0.89976,                0.81135,                0.46581,                0.64744,                 1.0187,             0.00094911,             0.00094911,             0.00094911
                     89,                0.59626,                0.71722,                 1.2401,                0.74372,                0.78866,                0.88713,                 0.7922,                0.46287,                0.79216,                 1.0308,             0.00094085,             0.00094085,             0.00094085
                     90,                0.61049,                0.74217,                  1.242,                 0.8354,                0.85684,                0.88108,                0.79003,                0.47834,                0.65519,                  1.039,              0.0009326,              0.0009326,              0.0009326
                     91,                0.61599,                0.76501,                 1.2593,                0.66747,                0.88958,                0.86661,                0.78259,                0.44226,                0.73517,                  1.007,             0.00092435,             0.00092435,             0.00092435
                     92,                0.61234,                0.74485,                 1.2545,                 0.7876,                0.89172,                0.87681,                0.79318,                 0.4509,                0.62411,                 1.0123,              0.0009161,              0.0009161,              0.0009161
                     93,                0.60513,                 0.7389,                 1.2478,                0.70324,                0.81336,                0.89653,                0.81519,                0.43498,                0.79563,                 1.0073,             0.00090785,             0.00090785,             0.00090785
                     94,                 0.6085,                0.70753,                 1.2499,                0.83238,                0.86185,                0.91469,                0.83879,                0.43471,                0.56653,                 1.0042,              0.0008996,              0.0008996,              0.0008996
                     95,                0.59359,                0.71758,                 1.2342,                0.85274,                0.82248,                0.91648,                0.82544,                 0.4574,                0.62853,                 1.0075,             0.00089134,             0.00089134,             0.00089134
                     96,                0.59855,                0.72116,                 1.2359,                 0.7561,                0.83331,                0.88932,                0.80063,                0.44799,                0.69966,                 1.0171,             0.00088309,             0.00088309,             0.00088309
                     97,                 0.6348,                0.77678,                 1.2664,                0.80579,                0.83085,                0.88951,                0.80051,                0.45007,                0.64969,                 1.0114,             0.00087484,             0.00087484,             0.00087484
                     98,                0.59541,                0.72773,                 1.2292,                 0.7622,                0.85236,                0.87205,                0.78432,                0.45337,                0.68092,                 1.0201,             0.00086659,             0.00086659,             0.00086659
                     99,                0.58889,                0.71556,                 1.2373,                0.75997,                0.87453,                0.90268,                0.81555,                0.44505,                0.61457,                 1.0011,             0.00085834,             0.00085834,             0.00085834
                    100,                 0.6158,                0.77185,                  1.257,                0.80364,                0.81108,                0.91544,                 0.8226,                0.45534,                0.68292,                 1.0081,             0.00085009,             0.00085009,             0.00085009
                    101,                0.58362,                 0.7179,                 1.2251,                  0.834,                0.83108,                0.91283,                0.83195,                0.44637,                0.60057,                  1.022,             0.00084184,             0.00084184,             0.00084184
                    102,                0.55604,                0.69664,                 1.2046,                0.82261,                 0.8275,                0.91419,                0.82419,                0.45182,                0.61105,                 1.0189,             0.00083358,             0.00083358,             0.00083358
                    103,                0.59576,                0.72652,                 1.2339,                0.84622,                 0.8477,                0.90938,                 0.8218,                 0.4482,                0.58365,                  1.005,             0.00082533,             0.00082533,             0.00082533
                    104,                0.59561,                0.70701,                 1.2395,                 0.7857,                0.84141,                0.90282,                0.81313,                0.46375,                0.60843,                 1.0142,             0.00081708,             0.00081708,             0.00081708
                    105,                0.59061,                0.68289,                 1.2287,                0.78252,                 0.8393,                0.92647,                0.83897,                0.45699,                0.63919,                 1.0062,             0.00080883,             0.00080883,             0.00080883
                    106,                0.56852,                0.66718,                 1.2106,                0.80564,                0.83619,                0.90899,                0.81254,                 0.4558,                0.63233,                  1.011,             0.00080058,             0.00080058,             0.00080058
                    107,                0.57943,                0.68599,                 1.2152,                0.77334,                0.86441,                0.91824,                0.83412,                0.44463,                0.62107,                0.99163,             0.00079233,             0.00079233,             0.00079233
                    108,                0.57492,                0.67231,                 1.2131,                0.74756,                0.87221,                0.91893,                0.83218,                0.45037,                0.64053,                 1.0028,             0.00078407,             0.00078407,             0.00078407
                    109,                0.55102,                0.67863,                 1.2067,                0.77373,                  0.868,                0.89214,                0.81158,                 0.4362,                0.61354,                 1.0096,             0.00077582,             0.00077582,             0.00077582
                    110,                0.56306,                0.64571,                 1.2073,                0.84575,                0.87447,                 0.9003,                0.81316,                0.44359,                0.55558,                  1.006,             0.00076757,             0.00076757,             0.00076757
                    111,                0.56937,                0.68905,                 1.2119,                0.87044,                  0.773,                0.89838,                0.81101,                0.48184,                0.59679,                 1.0064,             0.00075932,             0.00075932,             0.00075932
                    112,                0.57165,                0.67027,                 1.2241,                0.76488,                0.84441,                0.91185,                0.81777,                0.46282,                0.62638,                 1.0265,             0.00075107,             0.00075107,             0.00075107
                    113,                 0.5975,                 0.6792,                 1.2375,                0.80899,                 0.8185,                0.91067,                 0.8198,                0.45268,                0.68786,                 1.0074,             0.00074282,             0.00074282,             0.00074282
                    114,                0.59726,                0.70147,                 1.2264,                0.84535,                0.83624,                0.91309,                0.83577,                0.44018,                 0.5598,                0.99935,             0.00073456,             0.00073456,             0.00073456
                    115,                 0.5759,                0.65604,                 1.2092,                0.82682,                0.88923,                  0.913,                0.83616,                0.42952,                0.56429,                0.98646,             0.00072631,             0.00072631,             0.00072631
                    116,                0.55867,                0.67662,                  1.212,                0.82697,                0.81108,                 0.9175,                0.82862,                0.45158,                0.61564,                 1.0127,             0.00071806,             0.00071806,             0.00071806
                    117,                0.56679,                0.66732,                  1.214,                0.59403,                0.81225,                0.87101,                0.78678,                0.46165,                 1.0116,                 1.0056,             0.00070981,             0.00070981,             0.00070981
                    118,                0.55998,                0.65712,                 1.2072,                0.84709,                0.85797,                0.92326,                0.84787,                0.43349,                0.53425,                0.99007,             0.00070156,             0.00070156,             0.00070156
                    119,                0.56614,                0.68317,                 1.2147,                0.85676,                0.84738,                0.92199,                0.83784,                0.43462,                0.54742,                0.98944,             0.00069331,             0.00069331,             0.00069331
                    120,                0.58027,                0.66143,                 1.2259,                0.88006,                0.84141,                0.91345,                0.83306,                0.44391,                0.56425,                0.99203,             0.00068505,             0.00068505,             0.00068505
                    121,                0.56587,                0.64336,                 1.2057,                0.88688,                0.82958,                0.91138,                0.82082,                0.46543,                0.54294,                 1.0022,              0.0006768,              0.0006768,              0.0006768
                    122,                0.55225,                0.65008,                 1.1903,                0.78967,                0.88737,                0.90126,                0.82065,                0.43844,                0.62378,                 1.0039,             0.00066855,             0.00066855,             0.00066855
                    123,                0.54157,                0.64672,                 1.1873,                0.84823,                0.84215,                0.90856,                0.82886,                0.42296,                0.53272,                0.98467,              0.0006603,              0.0006603,              0.0006603
                    124,                0.55584,                0.65393,                 1.2005,                0.86785,                0.84144,                0.90692,                0.83026,                0.42434,                0.55189,                0.98344,             0.00065205,             0.00065205,             0.00065205
                    125,                0.53842,                0.62754,                 1.1955,                0.83776,                0.83025,                0.90713,                0.82374,                0.43891,                0.56825,                 1.0001,              0.0006438,              0.0006438,              0.0006438
                    126,                0.55591,                0.63681,                 1.2075,                0.82831,                0.86366,                0.91737,                 0.8408,                0.42881,                0.54228,                0.98406,             0.00063554,             0.00063554,             0.00063554
                    127,                0.55522,                0.62485,                 1.1962,                0.88187,                0.86845,                0.92515,                0.83983,                0.43377,                0.52598,                0.99361,             0.00062729,             0.00062729,             0.00062729
                    128,                0.58305,                0.64204,                 1.2328,                0.83595,                0.86528,                0.92298,                0.83619,                0.43919,                0.52258,                0.99018,             0.00061904,             0.00061904,             0.00061904
                    129,                0.55533,                0.63513,                 1.2076,                0.83652,                0.85979,                0.92624,                0.83954,                0.44491,                0.52749,                0.98571,             0.00061079,             0.00061079,             0.00061079
                    130,                0.55046,                0.65136,                 1.1951,                0.82869,                0.87747,                0.90896,                0.81838,                  0.473,                0.55051,                 1.0102,             0.00060254,             0.00060254,             0.00060254
                    131,                0.55154,                0.63591,                 1.1865,                0.89045,                0.81764,                0.91739,                0.83343,                0.43943,                0.55381,                0.99748,             0.00059429,             0.00059429,             0.00059429
                    132,                0.54926,                 0.6264,                 1.1859,                0.84932,                  0.873,                0.92463,                0.84069,                0.44183,                 0.5131,                0.98098,             0.00058603,             0.00058603,             0.00058603
