                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.49648,                 0.5358,                 1.1174,                0.91281,                0.90366,                0.93737,                0.86723,                0.41419,                0.43532,                0.94502,               0.000421,               0.000421,               0.000421
                    154,                0.51447,                0.55623,                 1.1252,                 0.8957,                0.90199,                0.93864,                0.86938,                0.40536,                0.45372,                 0.9396,             0.00041275,             0.00041275,             0.00041275
                    155,                0.48943,                0.53727,                 1.1024,                0.76366,                0.85269,                0.91985,                0.85306,                 0.3987,                0.68094,                0.93727,              0.0004045,              0.0004045,              0.0004045
                    156,                0.49958,                0.56139,                 1.1191,                0.86031,                0.87639,                0.93425,                0.86012,                0.41396,                0.56095,                0.95043,             0.00039625,             0.00039625,             0.00039625
                    157,                0.50496,                0.54377,                 1.1278,                0.85134,                0.92266,                0.94361,                0.87453,                0.41104,                0.47791,                0.95236,             0.00038799,             0.00038799,             0.00038799
                    158,                0.49688,                0.52399,                 1.1068,                0.90702,                0.91488,                0.94553,                0.86788,                0.41431,                0.43185,                0.94868,             0.00037974,             0.00037974,             0.00037974
                    159,                0.49247,                0.55158,                 1.0946,                0.89146,                0.91774,                0.94872,                0.87427,                0.41448,                0.43535,                0.94825,             0.00037149,             0.00037149,             0.00037149
                    160,                0.51729,                0.56098,                 1.1376,                0.87967,                0.92266,                0.94264,                0.86933,                0.41117,                 0.4486,                0.94585,             0.00036324,             0.00036324,             0.00036324
                    161,                0.49465,                0.54167,                 1.1095,                0.91384,                0.92147,                0.95524,                0.88321,                0.41436,                0.41702,                0.94404,             0.00035499,             0.00035499,             0.00035499
                    162,                0.50366,                0.53175,                 1.1187,                0.90015,                0.93159,                0.95186,                0.87721,                0.42086,                0.42408,                0.94972,             0.00034674,             0.00034674,             0.00034674
                    163,                0.50936,                0.52761,                 1.1099,                0.88214,                 0.9332,                0.94568,                0.87453,                0.41422,                0.42143,                0.94963,             0.00033848,             0.00033848,             0.00033848
                    164,                 0.5044,                0.53295,                 1.1185,                 0.8874,                0.92639,                0.95222,                0.87021,                0.42406,                0.43355,                0.95375,             0.00033023,             0.00033023,             0.00033023
                    165,                0.49707,                0.53537,                 1.1119,                0.90592,                0.91941,                0.94909,                0.87576,                0.41882,                 0.4151,                0.94389,             0.00032198,             0.00032198,             0.00032198
                    166,                0.50829,                0.52775,                 1.1197,                0.92527,                0.88821,                0.94223,                0.86943,                0.42172,                0.43884,                0.95221,             0.00031373,             0.00031373,             0.00031373
                    167,                0.49386,                0.52762,                 1.1092,                0.86277,                0.91274,                0.94133,                0.86367,                0.41383,                0.46198,                0.94282,             0.00030548,             0.00030548,             0.00030548
                    168,                0.47979,                0.53162,                 1.1021,                0.84357,                0.92773,                0.94797,                0.87682,                0.41487,                0.46378,                0.94296,             0.00029723,             0.00029723,             0.00029723
                    169,                0.49993,                0.50251,                 1.1107,                0.90854,                 0.9385,                0.95562,                0.87926,                0.41885,                0.40419,                  0.951,             0.00028897,             0.00028897,             0.00028897
                    170,                0.49177,                0.49965,                 1.1019,                0.92628,                0.91661,                0.95205,                0.88038,                0.41638,                0.41088,                0.94743,             0.00028072,             0.00028072,             0.00028072
                    171,                0.47744,                0.48886,                 1.1012,                0.87701,                0.93012,                0.95391,                 0.8817,                0.41522,                0.42071,                0.94331,             0.00027247,             0.00027247,             0.00027247
                    172,                0.49896,                0.51873,                  1.107,                0.89879,                  0.917,                0.95101,                0.87518,                 0.4124,                0.41918,                0.94364,             0.00026422,             0.00026422,             0.00026422
                    173,                 0.4856,                0.51241,                 1.0974,                0.89335,                0.92862,                0.95477,                0.88187,                 0.4186,                0.41224,                 0.9433,             0.00025597,             0.00025597,             0.00025597
                    174,                0.47752,                0.50243,                 1.0989,                0.91503,                0.93064,                0.95639,                0.88493,                0.41216,                0.38963,                0.93993,             0.00024772,             0.00024772,             0.00024772
                    175,                0.47018,                0.51063,                 1.0912,                0.90862,                0.92636,                0.95312,                0.88018,                0.40762,                0.39938,                0.93997,             0.00023946,             0.00023946,             0.00023946
                    176,                0.49487,                0.51116,                 1.1204,                0.94032,                0.92854,                0.95142,                0.88214,                0.40763,                0.40199,                0.94577,             0.00023121,             0.00023121,             0.00023121
                    177,                0.49432,                0.49965,                   1.12,                 0.9146,                 0.9451,                0.95081,                0.88296,                0.41549,                0.41122,                0.94717,             0.00022296,             0.00022296,             0.00022296
                    178,                0.47975,                 0.4966,                 1.0988,                0.91545,                0.91791,                0.95488,                0.87681,                0.41302,                0.40228,                0.95071,             0.00021471,             0.00021471,             0.00021471
                    179,                0.49201,                 0.4989,                 1.1119,                0.93191,                0.91775,                0.95653,                0.88727,                0.40968,                0.39486,                0.94422,             0.00020646,             0.00020646,             0.00020646
                    180,                0.47351,                0.50082,                 1.1002,                0.89126,                 0.9186,                 0.9582,                0.88952,                0.41353,                 0.4255,                 0.9392,             0.00019821,             0.00019821,             0.00019821
                    181,                0.49164,                0.48263,                 1.0992,                0.92781,                0.91512,                0.95195,                0.88373,                0.41465,                0.39879,                0.94856,             0.00018995,             0.00018995,             0.00018995
                    182,                0.47786,                0.47989,                 1.0998,                0.86491,                0.94554,                0.95429,                0.88248,                0.41087,                0.42125,                0.94478,              0.0001817,              0.0001817,              0.0001817
                    183,                0.46634,                0.49061,                 1.0913,                0.93619,                0.91382,                0.95372,                0.88202,                0.41542,                0.38829,                0.94553,             0.00017345,             0.00017345,             0.00017345
                    184,                0.47463,                0.48929,                 1.0934,                0.91061,                 0.9385,                0.95497,                0.88325,                0.41302,                0.39584,                0.94218,              0.0001652,              0.0001652,              0.0001652
                    185,                0.49665,                0.49563,                 1.1068,                0.92608,                0.93108,                 0.9532,                0.88425,                 0.4098,                0.40012,                0.94144,             0.00015695,             0.00015695,             0.00015695
                    186,                0.47843,                0.50358,                 1.1019,                 0.9021,                0.93108,                0.95137,                 0.8778,                0.42001,                0.42023,                0.94949,              0.0001487,              0.0001487,              0.0001487
                    187,                0.49984,                0.52017,                 1.1079,                0.91733,                0.93001,                0.95447,                0.88788,                0.40955,                0.39494,                  0.941,             0.00014044,             0.00014044,             0.00014044
                    188,                0.47028,                0.47545,                 1.1029,                0.90399,                0.93108,                0.95482,                0.88563,                 0.4054,                0.38894,                0.93804,             0.00013219,             0.00013219,             0.00013219
                    189,                0.49019,                0.48621,                 1.1043,                0.91352,                0.92945,                0.95255,                0.88395,                0.40512,                0.39102,                0.93665,             0.00012394,             0.00012394,             0.00012394
                    190,                0.46892,                0.49082,                 1.0951,                   0.91,                0.93439,                 0.9522,                0.88198,                0.40411,                0.38518,                0.93849,             0.00011569,             0.00011569,             0.00011569
                    191,                0.36459,                0.38188,                0.97199,                0.90866,                 0.9388,                0.95826,                 0.8891,                0.41245,                0.40174,                 0.9406,             0.00010744,             0.00010744,             0.00010744
                    192,                0.34914,                0.37868,                0.97096,                0.89923,                0.94311,                0.95838,                0.89181,                0.41224,                0.39373,                0.94185,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                0.35255,                0.34838,                0.95132,                0.90018,                0.93812,                0.95642,                0.88507,                0.41019,                0.39801,                0.94299,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.35135,                0.35157,                0.94926,                0.88131,                0.94511,                0.96058,                0.89117,                0.41043,                0.40711,                0.94042,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                0.34699,                0.34478,                0.95747,                0.91889,                0.91175,                0.96077,                0.89359,                 0.4103,                0.39742,                0.93884,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.34505,                0.33729,                0.95954,                0.89303,                0.94229,                0.96176,                0.89651,                0.40987,                0.39475,                0.93687,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                  0.344,                0.32489,                0.95471,                 0.8942,                0.94445,                0.96359,                0.89258,                0.40762,                0.39265,                0.93659,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                0.34049,                0.31159,                0.94944,                0.91756,                0.92832,                0.96142,                0.89112,                0.40636,                0.38714,                0.93513,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                0.33645,                0.30811,                0.95535,                 0.9195,                0.93588,                0.96259,                 0.8934,                0.40692,                0.38605,                0.93343,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.34747,                0.31893,                0.95214,                0.92312,                0.92058,                0.96244,                0.89453,                 0.4048,                0.38792,                0.93465,             3.3173e-05,             3.3173e-05,             3.3173e-05
