                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                0.58181,                0.65741,                 1.2247,                 0.7587,                0.85614,                0.88373,                0.79909,                0.54187,                 0.7054,                  1.157,              0.0010729,              0.0010729,              0.0010729
                     75,                0.58342,                 0.6713,                 1.2179,                0.76858,                0.95349,                 0.9255,                0.82414,                0.54324,                0.60084,                  1.152,              0.0010646,              0.0010646,              0.0010646
                     76,                0.56353,                0.63282,                 1.1987,                0.82999,                0.90698,                 0.8999,                 0.8041,                0.52879,                0.63159,                 1.1341,              0.0010564,              0.0010564,              0.0010564
                     77,                0.56844,                0.64045,                 1.2098,                0.80343,                0.89076,                0.90446,                0.80692,                0.53074,                0.65044,                  1.159,              0.0010481,              0.0010481,              0.0010481
                     78,                0.59604,                0.63977,                 1.2331,                  0.855,                 0.8811,                0.91681,                0.81814,                0.51439,                0.61074,                 1.1422,              0.0010399,              0.0010399,              0.0010399
                     79,                0.55786,                0.63473,                 1.1975,                0.88232,                0.82865,                0.90693,                0.82171,                 0.4821,                  0.596,                 1.1147,              0.0010316,              0.0010316,              0.0010316
                     80,                0.57494,                0.63526,                 1.2155,                0.81205,                0.81581,                0.89563,                0.80922,                0.52142,                0.74245,                 1.1194,              0.0010234,              0.0010234,              0.0010234
                     81,                0.58324,                0.64909,                 1.2128,                0.84221,                0.90239,                0.91266,                0.81201,                0.55739,                0.60145,                 1.1391,              0.0010151,              0.0010151,              0.0010151
                     82,                0.56829,                0.64176,                 1.2096,                0.86451,                0.89076,                0.91547,                0.82181,                0.55558,                0.60221,                 1.1206,              0.0010069,              0.0010069,              0.0010069
                     83,                0.55769,                0.64315,                 1.1884,                0.84203,                0.86762,                0.89149,                0.82302,                0.49364,                0.60795,                 1.1206,             0.00099862,             0.00099862,             0.00099862
                     84,                0.56961,                0.61949,                 1.2086,                0.86432,                0.89554,                0.90866,                 0.8154,                0.50799,                0.55713,                 1.1174,             0.00099036,             0.00099036,             0.00099036
                     85,                0.54508,                0.60553,                 1.1839,                0.82629,                0.90337,                 0.9097,                0.83011,                0.50284,                0.60256,                 1.1299,             0.00098211,             0.00098211,             0.00098211
                     86,                0.52771,                0.59595,                 1.1749,                0.85841,                 0.8495,                0.89459,                 0.8175,                0.49244,                0.66818,                 1.1101,             0.00097386,             0.00097386,             0.00097386
                     87,                 0.5549,                0.61769,                 1.1957,                 0.8798,                0.92635,                0.91212,                0.82858,                0.54119,                0.60056,                  1.128,             0.00096561,             0.00096561,             0.00096561
                     88,                0.55871,                0.61066,                 1.1843,                 0.8641,                0.93581,                0.92309,                0.82821,                0.51949,                 0.5568,                 1.1592,             0.00095736,             0.00095736,             0.00095736
                     89,                0.55181,                0.61216,                 1.1871,                0.85196,                0.93144,                0.93664,                0.83997,                0.49387,                0.53884,                 1.1413,             0.00094911,             0.00094911,             0.00094911
                     90,                 0.5473,                0.58731,                 1.1801,                0.86674,                0.89356,                0.91975,                0.82667,                0.49892,                0.60343,                 1.1172,             0.00094085,             0.00094085,             0.00094085
                     91,                0.55353,                0.60908,                 1.1969,                0.85756,                0.84751,                0.92054,                0.83415,                0.49605,                0.59875,                 1.1121,              0.0009326,              0.0009326,              0.0009326
                     92,                0.55306,                0.60803,                  1.182,                0.85156,                 0.9177,                0.92687,                0.84587,                0.52227,                0.58652,                 1.1497,             0.00092435,             0.00092435,             0.00092435
                     93,                0.54679,                0.61138,                 1.1935,                 0.8449,                0.91445,                0.90702,                0.82319,                0.49718,                 0.5987,                 1.1356,              0.0009161,              0.0009161,              0.0009161
                     94,                0.53785,                0.57964,                 1.1797,                0.87707,                0.88904,                0.92018,                0.83729,                0.49247,                0.55423,                 1.1163,             0.00090785,             0.00090785,             0.00090785
                     95,                0.54205,                0.57223,                 1.1893,                 0.9047,                0.90545,                0.93756,                0.85219,                0.53472,                0.54903,                 1.1288,              0.0008996,              0.0008996,              0.0008996
                     96,                0.52665,                0.58537,                  1.159,                0.89554,                 0.8861,                0.93974,                0.85891,                0.49752,                0.55762,                 1.1081,             0.00089134,             0.00089134,             0.00089134
                     97,                0.53577,                0.61483,                 1.1858,                0.84301,                0.88219,                0.91876,                0.83649,                0.49082,                0.57457,                 1.0902,             0.00088309,             0.00088309,             0.00088309
                     98,                0.52823,                0.59058,                 1.1825,                0.83348,                0.91516,                0.92066,                0.84729,                0.49935,                0.56152,                 1.1222,             0.00087484,             0.00087484,             0.00087484
                     99,                0.53842,                0.55503,                 1.1718,                0.87745,                0.87912,                  0.938,                0.84804,                0.49483,                0.53793,                 1.1368,             0.00086659,             0.00086659,             0.00086659
                    100,                 0.5402,                0.56238,                  1.184,                0.88711,                0.89382,                0.92612,                 0.8283,                0.51949,                0.63843,                 1.1812,             0.00085834,             0.00085834,             0.00085834
                    101,                 0.5274,                0.55289,                 1.1681,                0.83593,                0.91761,                0.92634,                0.84465,                 0.4834,                0.59208,                 1.1175,             0.00085009,             0.00085009,             0.00085009
                    102,                0.53838,                0.55966,                 1.1805,                0.89614,                0.92495,                0.93162,                 0.8454,                0.49503,                0.59051,                 1.1242,             0.00084184,             0.00084184,             0.00084184
                    103,                0.52677,                 0.5471,                 1.1776,                0.86787,                0.91327,                0.93677,                0.84326,                0.51059,                0.54281,                 1.1208,             0.00083358,             0.00083358,             0.00083358
                    104,                0.53224,                0.58868,                  1.177,                0.86192,                 0.8911,                0.92957,                0.84566,                0.49095,                0.62429,                 1.1215,             0.00082533,             0.00082533,             0.00082533
                    105,                0.51337,                 0.5299,                 1.1538,                0.87255,                0.88219,                0.90617,                0.82181,                0.49028,                0.58844,                 1.1254,             0.00081708,             0.00081708,             0.00081708
                    106,                0.52743,                 0.5334,                 1.1768,                0.83944,                0.91619,                0.91484,                0.82853,                0.49372,                0.57929,                 1.1327,             0.00080883,             0.00080883,             0.00080883
                    107,                0.51779,                 0.5534,                 1.1573,                0.81953,                0.93928,                0.92693,                0.84014,                0.51832,                0.57318,                  1.131,             0.00080058,             0.00080058,             0.00080058
                    108,                0.51684,                0.54401,                 1.1615,                0.89047,                0.93127,                0.92057,                0.82946,                 0.5344,                0.65079,                  1.123,             0.00079233,             0.00079233,             0.00079233
                    109,                 0.5244,                0.55512,                 1.1669,                0.77708,                0.91856,                0.92821,                0.83012,                0.50805,                0.68909,                 1.1141,             0.00078407,             0.00078407,             0.00078407
                    110,                0.51992,                0.54399,                 1.1678,                0.84132,                0.91552,                0.91889,                0.83698,                0.49482,                0.56362,                 1.1166,             0.00077582,             0.00077582,             0.00077582
                    111,                0.51977,                0.55282,                 1.1671,                0.88513,                0.89382,                0.93429,                0.85015,                  0.478,                0.54188,                  1.112,             0.00076757,             0.00076757,             0.00076757
                    112,                0.50301,                0.51725,                 1.1432,                0.87803,                 0.9052,                0.93051,                0.83913,                0.51655,                0.57093,                 1.1669,             0.00075932,             0.00075932,             0.00075932
                    113,                 0.5015,                0.51719,                 1.1461,                0.79795,                0.90823,                0.93169,                0.84594,                0.47344,                0.60603,                 1.1207,             0.00075107,             0.00075107,             0.00075107
                    114,                0.49875,                0.52785,                 1.1331,                0.90454,                0.90018,                  0.943,                0.85668,                0.48715,                0.51694,                 1.1059,             0.00074282,             0.00074282,             0.00074282
                    115,                0.50568,                0.50805,                 1.1594,                0.86159,                0.91501,                0.94192,                0.85603,                 0.4831,                0.51992,                 1.1239,             0.00073456,             0.00073456,             0.00073456
                    116,                 0.4957,                0.52022,                 1.1441,                0.84965,                0.95196,                0.94913,                0.86391,                 0.4976,                 0.4917,                 1.1208,             0.00072631,             0.00072631,             0.00072631
                    117,                0.49156,                0.53742,                 1.1418,                0.86237,                0.91503,                 0.9368,                0.86741,                0.47197,                0.55796,                 1.1334,             0.00071806,             0.00071806,             0.00071806
                    118,                 0.4932,                0.51108,                 1.1377,                0.86842,                 0.8422,                  0.904,                0.82788,                0.48353,                0.84529,                   1.13,             0.00070981,             0.00070981,             0.00070981
                    119,                0.50739,                0.53445,                 1.1575,                0.88228,                0.89641,                0.92352,                0.84971,                0.48667,                 0.5357,                 1.1219,             0.00070156,             0.00070156,             0.00070156
                    120,                0.48194,                0.49252,                 1.1279,                0.83321,                0.93735,                0.91963,                0.83419,                0.48975,                0.57547,                 1.1368,             0.00069331,             0.00069331,             0.00069331
                    121,                0.49812,                0.51537,                  1.146,                0.87486,                0.88923,                0.92897,                0.84301,                0.49088,                0.58624,                 1.1683,             0.00068505,             0.00068505,             0.00068505
                    122,                0.49787,                 0.4984,                 1.1377,                0.85661,                0.96384,                0.92668,                0.85362,                   0.47,                0.60759,                 1.1198,              0.0006768,              0.0006768,              0.0006768
                    123,                0.48179,                0.49839,                 1.1339,                0.88227,                0.92235,                0.93214,                0.84096,                0.50103,                0.54277,                 1.1269,             0.00066855,             0.00066855,             0.00066855
                    124,                0.49509,                 0.5279,                 1.1453,                 0.8779,                 0.9186,                0.92644,                0.84595,                0.48493,                0.51817,                  1.108,              0.0006603,              0.0006603,              0.0006603
                    125,                 0.5068,                0.50959,                 1.1503,                0.81276,                0.94186,                0.91635,                0.83349,                0.47765,                0.57154,                  1.124,             0.00065205,             0.00065205,             0.00065205
                    126,                0.48009,                0.49855,                 1.1345,                0.84212,                 0.9315,                0.92909,                  0.847,                0.47945,                0.56195,                  1.126,              0.0006438,              0.0006438,              0.0006438
                    127,                0.49676,                0.50112,                 1.1492,                0.89059,                0.88066,                0.93427,                0.85507,                0.48746,                0.60216,                 1.1302,             0.00063554,             0.00063554,             0.00063554
                    128,                0.48318,                0.49175,                 1.1279,                  0.839,                0.89548,                0.91738,                0.82825,                0.48054,                0.56868,                  1.115,             0.00062729,             0.00062729,             0.00062729
                    129,                0.48735,                 0.5049,                 1.1502,                 0.9098,                0.87576,                 0.9272,                0.84801,                0.47772,                0.55793,                 1.1246,             0.00061904,             0.00061904,             0.00061904
                    130,                0.48782,                0.48835,                 1.1377,                 0.8705,                0.91278,                0.93167,                0.85424,                0.47212,                 0.5888,                 1.1064,             0.00061079,             0.00061079,             0.00061079
                    131,                0.47977,                0.50391,                 1.1312,                0.91117,                0.87297,                0.94531,                0.87338,                0.48647,                0.51617,                 1.1068,             0.00060254,             0.00060254,             0.00060254
                    132,                0.49902,                 0.4864,                  1.146,                0.92228,                0.86903,                0.94357,                0.86028,                 0.4958,                0.50938,                 1.1116,             0.00059429,             0.00059429,             0.00059429
                    133,                0.45885,                0.47632,                 1.1223,                0.89782,                0.89382,                0.93176,                0.85557,                0.49087,                0.49117,                 1.1095,             0.00058603,             0.00058603,             0.00058603
                    134,                0.48046,                0.48433,                 1.1296,                 0.8193,                0.94822,                0.93003,                 0.8542,                0.47679,                0.54723,                 1.1209,             0.00057778,             0.00057778,             0.00057778
                    135,                0.47139,                0.47607,                 1.1266,                 0.8732,                0.90065,                0.92347,                0.83855,                0.47422,                0.59888,                 1.1272,             0.00056953,             0.00056953,             0.00056953
                    136,                0.46828,                0.47746,                 1.1246,                0.87088,                0.85113,                0.92523,                0.85036,                 0.4713,                0.64863,                 1.1109,             0.00056128,             0.00056128,             0.00056128
                    137,                0.46567,                0.47319,                 1.1169,                0.81265,                0.92751,                   0.93,                0.85534,                0.46613,                0.67392,                 1.1063,             0.00055303,             0.00055303,             0.00055303
                    138,                0.45633,                0.48532,                 1.1029,                0.81649,                0.90789,                0.92684,                0.84938,                 0.4775,                0.73894,                 1.1294,             0.00054478,             0.00054478,             0.00054478
